Sensor1,Sensor2,Sensor3,Sensor4,Fist,IndexClose,IndexOpen,MiddleClose,MiddleOpen,Open,PinkyClose,PinkyOpen,Relaxed,RingClose,RingOpen,ThumbClose,ThumbOpen
91,87,83,100,1,0,0,0,0,0,0,0,0,0,0,0,0
90,80,78,102,1,0,0,0,0,0,0,0,0,0,0,0,0
95,77,78,106,1,0,0,0,0,0,0,0,0,0,0,0,0
96,82,77,109,1,0,0,0,0,0,0,0,0,0,0,0,0
97,94,77,112,1,0,0,0,0,0,0,0,0,0,0,0,0
95,97,78,110,1,0,0,0,0,0,0,0,0,0,0,0,0
90,88,78,105,1,0,0,0,0,0,0,0,0,0,0,0,0
94,76,75,108,1,0,0,0,0,0,0,0,0,0,0,0,0
95,81,80,108,1,0,0,0,0,0,0,0,0,0,0,0,0
95,81,78,106,1,0,0,0,0,0,0,0,0,0,0,0,0
87,88,67,102,1,0,0,0,0,0,0,0,0,0,0,0,0
86,92,75,101,1,0,0,0,0,0,0,0,0,0,0,0,0
86,87,78,102,1,0,0,0,0,0,0,0,0,0,0,0,0
93,95,82,104,1,0,0,0,0,0,0,0,0,0,0,0,0
93,99,80,103,1,0,0,0,0,0,0,0,0,0,0,0,0
94,81,77,105,1,0,0,0,0,0,0,0,0,0,0,0,0
95,90,84,103,1,0,0,0,0,0,0,0,0,0,0,0,0
95,78,82,102,1,0,0,0,0,0,0,0,0,0,0,0,0
92,96,77,102,1,0,0,0,0,0,0,0,0,0,0,0,0
90,85,75,103,1,0,0,0,0,0,0,0,0,0,0,0,0
95,91,77,110,1,0,0,0,0,0,0,0,0,0,0,0,0
102,89,86,112,1,0,0,0,0,0,0,0,0,0,0,0,0
93,90,83,110,1,0,0,0,0,0,0,0,0,0,0,0,0
93,83,87,107,1,0,0,0,0,0,0,0,0,0,0,0,0
90,92,73,107,1,0,0,0,0,0,0,0,0,0,0,0,0
89,97,75,102,1,0,0,0,0,0,0,0,0,0,0,0,0
90,86,74,104,1,0,0,0,0,0,0,0,0,0,0,0,0
87,85,74,102,1,0,0,0,0,0,0,0,0,0,0,0,0
86,81,75,99,1,0,0,0,0,0,0,0,0,0,0,0,0
88,69,77,104,1,0,0,0,0,0,0,0,0,0,0,0,0
90,76,73,103,1,0,0,0,0,0,0,0,0,0,0,0,0
94,86,82,104,1,0,0,0,0,0,0,0,0,0,0,0,0
93,80,84,103,1,0,0,0,0,0,0,0,0,0,0,0,0
89,91,83,101,1,0,0,0,0,0,0,0,0,0,0,0,0
91,81,85,102,1,0,0,0,0,0,0,0,0,0,0,0,0
93,82,76,103,1,0,0,0,0,0,0,0,0,0,0,0,0
95,101,81,105,1,0,0,0,0,0,0,0,0,0,0,0,0
95,80,84,107,1,0,0,0,0,0,0,0,0,0,0,0,0
99,87,86,110,1,0,0,0,0,0,0,0,0,0,0,0,0
101,87,79,108,1,0,0,0,0,0,0,0,0,0,0,0,0
97,83,80,108,1,0,0,0,0,0,0,0,0,0,0,0,0
94,82,82,104,1,0,0,0,0,0,0,0,0,0,0,0,0
89,86,83,104,1,0,0,0,0,0,0,0,0,0,0,0,0
90,81,83,102,1,0,0,0,0,0,0,0,0,0,0,0,0
91,83,84,101,1,0,0,0,0,0,0,0,0,0,0,0,0
87,78,80,100,1,0,0,0,0,0,0,0,0,0,0,0,0
88,76,78,99,1,0,0,0,0,0,0,0,0,0,0,0,0
92,71,80,104,1,0,0,0,0,0,0,0,0,0,0,0,0
92,77,71,106,1,0,0,0,0,0,0,0,0,0,0,0,0
92,83,82,105,1,0,0,0,0,0,0,0,0,0,0,0,0
92,90,81,102,1,0,0,0,0,0,0,0,0,0,0,0,0
90,87,76,102,1,0,0,0,0,0,0,0,0,0,0,0,0
95,86,82,103,1,0,0,0,0,0,0,0,0,0,0,0,0
94,86,79,103,1,0,0,0,0,0,0,0,0,0,0,0,0
98,81,89,108,1,0,0,0,0,0,0,0,0,0,0,0,0
97,84,84,111,1,0,0,0,0,0,0,0,0,0,0,0,0
98,85,84,109,1,0,0,0,0,0,0,0,0,0,0,0,0
97,80,81,107,1,0,0,0,0,0,0,0,0,0,0,0,0
96,78,84,107,1,0,0,0,0,0,0,0,0,0,0,0,0
89,78,73,104,1,0,0,0,0,0,0,0,0,0,0,0,0
91,87,71,103,1,0,0,0,0,0,0,0,0,0,0,0,0
86,80,76,108,1,0,0,0,0,0,0,0,0,0,0,0,0
88,84,75,103,1,0,0,0,0,0,0,0,0,0,0,0,0
88,93,72,99,1,0,0,0,0,0,0,0,0,0,0,0,0
92,92,80,97,1,0,0,0,0,0,0,0,0,0,0,0,0
92,89,79,97,1,0,0,0,0,0,0,0,0,0,0,0,0
89,88,77,97,1,0,0,0,0,0,0,0,0,0,0,0,0
87,87,79,98,1,0,0,0,0,0,0,0,0,0,0,0,0
89,84,76,100,1,0,0,0,0,0,0,0,0,0,0,0,0
89,80,79,99,1,0,0,0,0,0,0,0,0,0,0,0,0
88,77,88,103,1,0,0,0,0,0,0,0,0,0,0,0,0
89,77,78,109,1,0,0,0,0,0,0,0,0,0,0,0,0
96,87,85,112,1,0,0,0,0,0,0,0,0,0,0,0,0
100,78,91,112,1,0,0,0,0,0,0,0,0,0,0,0,0
98,85,84,108,1,0,0,0,0,0,0,0,0,0,0,0,0
94,75,78,105,1,0,0,0,0,0,0,0,0,0,0,0,0
90,85,79,102,1,0,0,0,0,0,0,0,0,0,0,0,0
93,82,75,101,1,0,0,0,0,0,0,0,0,0,0,0,0
91,86,78,97,1,0,0,0,0,0,0,0,0,0,0,0,0
87,88,80,94,1,0,0,0,0,0,0,0,0,0,0,0,0
83,94,75,92,1,0,0,0,0,0,0,0,0,0,0,0,0
84,82,68,94,1,0,0,0,0,0,0,0,0,0,0,0,0
82,74,67,93,1,0,0,0,0,0,0,0,0,0,0,0,0
80,85,70,94,1,0,0,0,0,0,0,0,0,0,0,0,0
85,68,84,96,1,0,0,0,0,0,0,0,0,0,0,0,0
84,70,75,93,1,0,0,0,0,0,0,0,0,0,0,0,0
80,66,67,94,1,0,0,0,0,0,0,0,0,0,0,0,0
79,77,64,94,1,0,0,0,0,0,0,0,0,0,0,0,0
81,79,78,97,1,0,0,0,0,0,0,0,0,0,0,0,0
85,74,79,99,1,0,0,0,0,0,0,0,0,0,0,0,0
87,82,75,99,1,0,0,0,0,0,0,0,0,0,0,0,0
87,69,76,99,1,0,0,0,0,0,0,0,0,0,0,0,0
84,81,78,97,1,0,0,0,0,0,0,0,0,0,0,0,0
85,78,74,97,1,0,0,0,0,0,0,0,0,0,0,0,0
82,78,76,92,1,0,0,0,0,0,0,0,0,0,0,0,0
83,76,72,93,1,0,0,0,0,0,0,0,0,0,0,0,0
81,82,67,92,1,0,0,0,0,0,0,0,0,0,0,0,0
83,84,73,90,1,0,0,0,0,0,0,0,0,0,0,0,0
82,75,74,93,1,0,0,0,0,0,0,0,0,0,0,0,0
82,70,72,95,1,0,0,0,0,0,0,0,0,0,0,0,0
84,65,69,95,1,0,0,0,0,0,0,0,0,0,0,0,0
83,81,71,96,1,0,0,0,0,0,0,0,0,0,0,0,0
82,69,67,96,1,0,0,0,0,0,0,0,0,0,0,0,0
76,61,66,94,1,0,0,0,0,0,0,0,0,0,0,0,0
78,69,66,96,1,0,0,0,0,0,0,0,0,0,0,0,0
78,74,64,94,1,0,0,0,0,0,0,0,0,0,0,0,0
80,74,64,96,1,0,0,0,0,0,0,0,0,0,0,0,0
81,87,61,99,1,0,0,0,0,0,0,0,0,0,0,0,0
85,85,71,100,1,0,0,0,0,0,0,0,0,0,0,0,0
90,69,73,95,1,0,0,0,0,0,0,0,0,0,0,0,0
87,72,73,98,1,0,0,0,0,0,0,0,0,0,0,0,0
80,66,74,97,1,0,0,0,0,0,0,0,0,0,0,0,0
83,73,70,95,1,0,0,0,0,0,0,0,0,0,0,0,0
83,70,65,94,1,0,0,0,0,0,0,0,0,0,0,0,0
84,77,67,92,1,0,0,0,0,0,0,0,0,0,0,0,0
83,73,72,92,1,0,0,0,0,0,0,0,0,0,0,0,0
79,61,69,92,1,0,0,0,0,0,0,0,0,0,0,0,0
79,67,70,91,1,0,0,0,0,0,0,0,0,0,0,0,0
86,61,74,94,1,0,0,0,0,0,0,0,0,0,0,0,0
81,61,77,96,1,0,0,0,0,0,0,0,0,0,0,0,0
81,65,72,95,1,0,0,0,0,0,0,0,0,0,0,0,0
82,75,68,91,1,0,0,0,0,0,0,0,0,0,0,0,0
82,72,67,90,1,0,0,0,0,0,0,0,0,0,0,0,0
80,82,70,91,1,0,0,0,0,0,0,0,0,0,0,0,0
81,79,74,96,1,0,0,0,0,0,0,0,0,0,0,0,0
90,86,79,97,1,0,0,0,0,0,0,0,0,0,0,0,0
86,88,73,96,1,0,0,0,0,0,0,0,0,0,0,0,0
83,71,67,98,1,0,0,0,0,0,0,0,0,0,0,0,0
87,70,73,97,1,0,0,0,0,0,0,0,0,0,0,0,0
86,72,79,93,1,0,0,0,0,0,0,0,0,0,0,0,0
87,79,80,89,1,0,0,0,0,0,0,0,0,0,0,0,0
84,76,77,91,1,0,0,0,0,0,0,0,0,0,0,0,0
81,77,71,89,1,0,0,0,0,0,0,0,0,0,0,0,0
80,73,73,92,1,0,0,0,0,0,0,0,0,0,0,0,0
84,66,72,93,1,0,0,0,0,0,0,0,0,0,0,0,0
84,77,82,99,0,1,0,0,0,0,0,0,0,0,0,0,0
86,77,104,100,0,1,0,0,0,0,0,0,0,0,0,0,0
85,76,80,98,0,1,0,0,0,0,0,0,0,0,0,0,0
84,75,99,96,0,1,0,0,0,0,0,0,0,0,0,0,0
83,73,91,94,0,1,0,0,0,0,0,0,0,0,0,0,0
79,74,90,93,0,1,0,0,0,0,0,0,0,0,0,0,0
77,72,81,93,0,1,0,0,0,0,0,0,0,0,0,0,0
77,73,73,91,0,1,0,0,0,0,0,0,0,0,0,0,0
80,71,77,90,0,1,0,0,0,0,0,0,0,0,0,0,0
82,70,90,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,70,110,91,0,1,0,0,0,0,0,0,0,0,0,0,0
81,72,87,92,0,1,0,0,0,0,0,0,0,0,0,0,0
82,71,94,93,0,1,0,0,0,0,0,0,0,0,0,0,0
80,71,98,91,0,1,0,0,0,0,0,0,0,0,0,0,0
80,70,89,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,73,64,92,0,1,0,0,0,0,0,0,0,0,0,0,0
81,74,90,95,0,1,0,0,0,0,0,0,0,0,0,0,0
85,77,89,98,0,1,0,0,0,0,0,0,0,0,0,0,0
87,78,96,100,0,1,0,0,0,0,0,0,0,0,0,0,0
85,77,97,100,0,1,0,0,0,0,0,0,0,0,0,0,0
82,75,75,98,0,1,0,0,0,0,0,0,0,0,0,0,0
82,75,83,96,0,1,0,0,0,0,0,0,0,0,0,0,0
83,76,83,93,0,1,0,0,0,0,0,0,0,0,0,0,0
81,74,78,93,0,1,0,0,0,0,0,0,0,0,0,0,0
80,72,86,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,72,86,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,70,100,90,0,1,0,0,0,0,0,0,0,0,0,0,0
80,71,79,89,0,1,0,0,0,0,0,0,0,0,0,0,0
81,69,83,92,0,1,0,0,0,0,0,0,0,0,0,0,0
81,70,83,94,0,1,0,0,0,0,0,0,0,0,0,0,0
83,70,74,94,0,1,0,0,0,0,0,0,0,0,0,0,0
79,69,80,93,0,1,0,0,0,0,0,0,0,0,0,0,0
78,71,91,92,0,1,0,0,0,0,0,0,0,0,0,0,0
82,72,110,91,0,1,0,0,0,0,0,0,0,0,0,0,0
84,73,81,94,0,1,0,0,0,0,0,0,0,0,0,0,0
84,75,90,97,0,1,0,0,0,0,0,0,0,0,0,0,0
85,75,72,99,0,1,0,0,0,0,0,0,0,0,0,0,0
88,75,83,98,0,1,0,0,0,0,0,0,0,0,0,0,0
84,75,79,97,0,1,0,0,0,0,0,0,0,0,0,0,0
86,73,78,96,0,1,0,0,0,0,0,0,0,0,0,0,0
83,74,76,95,0,1,0,0,0,0,0,0,0,0,0,0,0
81,72,76,95,0,1,0,0,0,0,0,0,0,0,0,0,0
78,72,83,91,0,1,0,0,0,0,0,0,0,0,0,0,0
80,71,82,91,0,1,0,0,0,0,0,0,0,0,0,0,0
78,71,87,90,0,1,0,0,0,0,0,0,0,0,0,0,0
78,72,78,89,0,1,0,0,0,0,0,0,0,0,0,0,0
82,72,78,92,0,1,0,0,0,0,0,0,0,0,0,0,0
79,71,78,93,0,1,0,0,0,0,0,0,0,0,0,0,0
81,71,86,93,0,1,0,0,0,0,0,0,0,0,0,0,0
79,71,89,91,0,1,0,0,0,0,0,0,0,0,0,0,0
81,71,69,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,73,74,91,0,1,0,0,0,0,0,0,0,0,0,0,0
81,75,71,94,0,1,0,0,0,0,0,0,0,0,0,0,0
86,76,76,98,0,1,0,0,0,0,0,0,0,0,0,0,0
86,79,78,99,0,1,0,0,0,0,0,0,0,0,0,0,0
86,77,121,99,0,1,0,0,0,0,0,0,0,0,0,0,0
84,75,87,97,0,1,0,0,0,0,0,0,0,0,0,0,0
83,75,81,95,0,1,0,0,0,0,0,0,0,0,0,0,0
82,73,92,94,0,1,0,0,0,0,0,0,0,0,0,0,0
80,73,110,92,0,1,0,0,0,0,0,0,0,0,0,0,0
80,72,101,91,0,1,0,0,0,0,0,0,0,0,0,0,0
78,73,83,90,0,1,0,0,0,0,0,0,0,0,0,0,0
79,71,87,90,0,1,0,0,0,0,0,0,0,0,0,0,0
79,71,94,90,0,1,0,0,0,0,0,0,0,0,0,0,0
80,70,104,93,0,1,0,0,0,0,0,0,0,0,0,0,0
80,71,88,93,0,1,0,0,0,0,0,0,0,0,0,0,0
82,70,91,92,0,1,0,0,0,0,0,0,0,0,0,0,0
81,67,88,91,0,1,0,0,0,0,0,0,0,0,0,0,0
81,70,66,92,0,1,0,0,0,0,0,0,0,0,0,0,0
79,73,91,92,0,1,0,0,0,0,0,0,0,0,0,0,0
82,73,96,96,0,1,0,0,0,0,0,0,0,0,0,0,0
83,75,84,99,0,1,0,0,0,0,0,0,0,0,0,0,0
84,76,88,100,0,1,0,0,0,0,0,0,0,0,0,0,0
87,73,125,98,0,1,0,0,0,0,0,0,0,0,0,0,0
85,73,96,96,0,1,0,0,0,0,0,0,0,0,0,0,0
85,71,79,95,0,1,0,0,0,0,0,0,0,0,0,0,0
82,73,87,94,0,1,0,0,0,0,0,0,0,0,0,0,0
81,71,104,93,0,1,0,0,0,0,0,0,0,0,0,0,0
80,72,104,92,0,1,0,0,0,0,0,0,0,0,0,0,0
75,70,105,90,0,1,0,0,0,0,0,0,0,0,0,0,0
77,71,90,90,0,1,0,0,0,0,0,0,0,0,0,0,0
76,70,91,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,70,97,93,0,1,0,0,0,0,0,0,0,0,0,0,0
81,71,94,94,0,1,0,0,0,0,0,0,0,0,0,0,0
80,70,90,93,0,1,0,0,0,0,0,0,0,0,0,0,0
84,71,115,92,0,1,0,0,0,0,0,0,0,0,0,0,0
81,71,90,92,0,1,0,0,0,0,0,0,0,0,0,0,0
79,72,90,94,0,1,0,0,0,0,0,0,0,0,0,0,0
82,77,83,97,0,1,0,0,0,0,0,0,0,0,0,0,0
82,79,97,100,0,1,0,0,0,0,0,0,0,0,0,0,0
86,80,96,99,0,1,0,0,0,0,0,0,0,0,0,0,0
83,77,90,98,0,1,0,0,0,0,0,0,0,0,0,0,0
83,76,101,97,0,1,0,0,0,0,0,0,0,0,0,0,0
83,72,99,94,0,1,0,0,0,0,0,0,0,0,0,0,0
80,72,104,93,0,1,0,0,0,0,0,0,0,0,0,0,0
78,73,95,91,0,1,0,0,0,0,0,0,0,0,0,0,0
80,73,75,90,0,1,0,0,0,0,0,0,0,0,0,0,0
80,73,87,90,0,1,0,0,0,0,0,0,0,0,0,0,0
77,71,68,90,0,1,0,0,0,0,0,0,0,0,0,0,0
77,70,101,92,0,1,0,0,0,0,0,0,0,0,0,0,0
81,69,85,94,0,1,0,0,0,0,0,0,0,0,0,0,0
80,71,103,94,0,1,0,0,0,0,0,0,0,0,0,0,0
78,72,123,93,0,1,0,0,0,0,0,0,0,0,0,0,0
75,74,116,93,0,1,0,0,0,0,0,0,0,0,0,0,0
76,73,99,92,0,1,0,0,0,0,0,0,0,0,0,0,0
80,74,87,94,0,1,0,0,0,0,0,0,0,0,0,0,0
86,76,93,98,0,1,0,0,0,0,0,0,0,0,0,0,0
87,78,92,99,0,1,0,0,0,0,0,0,0,0,0,0,0
82,76,83,98,0,1,0,0,0,0,0,0,0,0,0,0,0
86,74,101,96,0,1,0,0,0,0,0,0,0,0,0,0,0
83,75,90,95,0,1,0,0,0,0,0,0,0,0,0,0,0
81,74,80,95,0,1,0,0,0,0,0,0,0,0,0,0,0
83,73,79,94,0,1,0,0,0,0,0,0,0,0,0,0,0
79,71,123,91,0,1,0,0,0,0,0,0,0,0,0,0,0
82,72,109,90,0,1,0,0,0,0,0,0,0,0,0,0,0
77,70,114,91,0,1,0,0,0,0,0,0,0,0,0,0,0
79,73,112,90,0,1,0,0,0,0,0,0,0,0,0,0,0
77,73,99,93,0,1,0,0,0,0,0,0,0,0,0,0,0
